gene_id	baseMn	l2fc	lfcSE	pval	padj
TAF11	4.72E+02	0.09	0.08	2.48E-01	1.00E+00
TAF12	1.84E+02	0.07	0.1	5.08E-01	1.00E+00
TAF1C	2.89E+02	0.14	0.1	1.79E-01	1.00E+00
TAF1D	1.97E+02	0.01	0.11	9.07E-01	1.00E+00
TAF1L	1.43E+01	0.38	0.33	2.56E-01	1.00E+00
TAF3	3.23E+02	0.06	0.09	5.38E-01	1.00E+00
TAF4	2.10E+02	0.06	0.13	6.31E-01	1.00E+00
TAF4B	2.41E+01	0.27	0.3	3.76E-01	1.00E+00
TAF5	1.33E+02	0.01	0.13	9.09E-01	1.00E+00
TAF7	1.33E+03	0.01	0.09	9.33E-01	1.00E+00
TAF8	1.45E+02	0.19	0.12	1.17E-01	1.00E+00
TAF9B	1.38E+02	0.11	0.14	4.16E-01	1.00E+00
TAFA2	1.84E+01	0.41	0.3	1.73E-01	1.00E+00
TAFAZZIN	4.14E+01	0.03	0.2	8.87E-01	1.00E+00
TAGLN	4.01E+02	0.12	0.17	4.92E-01	1.00E+00
TAL1	2.79E+02	0.02	0.11	8.79E-01	1.00E+00
TAMALIN	7.33E+01	0.11	0.17	5.37E-01	1.00E+00
TAMM41	7.53E+01	0.2	0.15	1.72E-01	1.00E+00
TANC1	1.48E+03	0.1	0.08	2.17E-01	1.00E+00
TANK	1.96E+02	0.19	0.16	2.44E-01	1.00E+00
TAOK1	1.55E+03	0.12	0.12	2.95E-01	1.00E+00
TAOK2	1.20E+03	0.01	0.09	8.92E-01	1.00E+00
TAOK3	1.97E+02	0.05	0.11	6.52E-01	1.00E+00
TAP1	2.13E+01	0.2	0.29	4.85E-01	1.00E+00
TAP2	1.46E+02	0.02	0.15	8.70E-01	1.00E+00
TAPBP	3.36E+02	0.2	0.09	2.70E-02	1.00E+00
TARBP2	9.02E+01	0.04	0.2	8.25E-01	1.00E+00
TARDBP	5.05E+03	0.05	0.08	5.37E-01	1.00E+00
TARP	1.83E+00	0.22	0.91	8.07E-01	1.00E+00
TARS1	1.81E+03	0.01	0.07	9.30E-01	1.00E+00
TARS3	1.15E+02	0.19	0.15	2.04E-01	1.00E+00
TAS2R10	5.37E-01	0.88	1.52	5.62E-01	1.00E+00
TAS2R14	8.93E-01	1.83	1.46	2.10E-01	1.00E+00
TAS2R19	6.62E-01	1.3	1.37	3.42E-01	1.00E+00
TAS2R20	7.15E+00	0.5	0.54	3.55E-01	1.00E+00
TAS2R30	1.25E+00	1.37	1.27	2.83E-01	1.00E+00
TAS2R31	1.52E+00	0.62	0.95	5.14E-01	1.00E+00
TAS2R43	4.19E-01	1.28	2	5.21E-01	1.00E+00
TAS2R5	4.76E-01	1.62	1.75	3.55E-01	1.00E+00
TATDN2	4.03E+02	0.01	0.07	8.52E-01	1.00E+00
TBC1D10B	7.53E+02	0.02	0.1	8.42E-01	1.00E+00
TBC1D12	3.86E+02	0.14	0.11	1.94E-01	1.00E+00
TBC1D14	3.32E+02	0.04	0.08	6.26E-01	1.00E+00
TBC1D15	3.70E+02	0.1	0.09	2.70E-01	1.00E+00
TBC1D16	5.81E+02	0.01	0.09	9.31E-01	1.00E+00
TBC1D2	9.35E+00	0.32	0.45	4.67E-01	1.00E+00
TBC1D20	1.94E+02	0.16	0.1	1.16E-01	1.00E+00
TBC1D22B	1.12E+02	0.02	0.13	8.90E-01	1.00E+00
TBC1D24	1.39E+02	0.12	0.12	3.16E-01	1.00E+00
TBC1D30	2.49E+01	0.02	0.27	9.51E-01	1.00E+00
TBC1D32	3.30E+01	0.09	0.26	7.27E-01	1.00E+00
TBC1D3C	3.59E-01	2.15	2.8	4.43E-01	1.00E+00
TBC1D3D	3.37E+00	5.36	2.98	7.21E-02	1.00E+00
TBC1D3L	5.80E+01	0.02	0.52	9.62E-01	1.00E+00
TBC1D8B	3.54E+01	0.29	0.24	2.25E-01	1.00E+00
TBC1D9	4.22E+02	0.06	0.09	5.27E-01	1.00E+00
TBCE	2.61E+02	0.1	0.11	3.92E-01	1.00E+00
TBCEL	5.51E+02	0.07	0.09	4.67E-01	1.00E+00
TBCK	7.07E+01	0.08	0.15	5.85E-01	1.00E+00
TBKBP1	1.38E+02	0.15	0.14	2.96E-01	1.00E+00
TBL1X	3.62E+02	0.12	0.08	1.26E-01	1.00E+00
TBL1XR1	8.14E+02	0.13	0.08	1.19E-01	1.00E+00
TBRG4	1.51E+02	0.14	0.19	4.60E-01	1.00E+00
TBX1	6.20E-01	2.52	1.79	1.59E-01	1.00E+00
TBX15	4.06E+01	0.14	0.23	5.50E-01	1.00E+00
TBX18	4.84E+01	0.05	0.23	8.40E-01	1.00E+00
TBX19	3.88E+00	0.21	0.63	7.44E-01	1.00E+00
TBX2	4.92E+00	1.18	0.51	2.07E-02	1.00E+00
TBX20	1.56E+00	0.1	1.14	9.30E-01	1.00E+00
TBX3	2.64E+02	0.04	0.13	7.51E-01	1.00E+00
TBXA2R	9.48E+01	0.4	0.14	4.60E-03	1.00E+00
TBXAS1	3.81E+01	0.16	0.18	3.93E-01	1.00E+00
TCAF2	3.16E+01	0.08	0.24	7.39E-01	1.00E+00
TCAIM	1.54E+02	0.25	0.12	3.66E-02	1.00E+00
TCAP	4.87E-01	0.24	1.8	8.93E-01	1.00E+00
TCEA3	1.34E+00	0.62	1.04	5.54E-01	1.00E+00
TCEAL1	9.42E+01	0.11	0.16	4.81E-01	1.00E+00
TCEAL2	4.79E+01	0.17	0.26	5.15E-01	1.00E+00
TCEAL8	5.48E+02	0.07	0.08	3.99E-01	1.00E+00
TCEANC2	2.24E+02	0.11	0.1	2.44E-01	1.00E+00
TCERG1	7.47E+02	0.05	0.08	5.51E-01	1.00E+00
TCERG1L	4.12E+00	0.15	0.58	7.98E-01	1.00E+00
TCF15	3.02E+01	0.36	0.23	1.15E-01	1.00E+00
TCF23	2.15E+00	0.4	0.88	6.47E-01	1.00E+00
TCF24	1.13E+00	0.06	1.23	9.61E-01	1.00E+00
TCF3	8.80E+02	0.01	0.06	8.35E-01	1.00E+00
TCF7L1	2.03E+02	0.09	0.12	4.57E-01	1.00E+00
TCF7L2	4.65E+02	0.03	0.1	7.68E-01	1.00E+00
TCHH	2.62E+00	0.91	0.66	1.69E-01	1.00E+00
TCIM	3.29E+02	0.28	0.25	2.63E-01	1.00E+00
TCIRG1	1.86E+02	0.04	0.13	7.59E-01	1.00E+00
TCN1	1.48E+00	1.56	1.05	1.37E-01	1.00E+00
TCOF1	5.08E+02	0.01	0.11	8.92E-01	1.00E+00
TCP11L1	1.69E+02	0.04	0.13	7.53E-01	1.00E+00
TCTE1	1.00E+00	0.3	1.3	8.20E-01	1.00E+00
TCTN2	8.75E+01	0.34	0.17	4.91E-02	1.00E+00
TCTN3	1.47E+02	0.01	0.13	9.25E-01	1.00E+00
TDG	6.50E+02	0.13	0.1	1.82E-01	1.00E+00
TDRD1	3.83E+00	0.77	0.62	2.16E-01	1.00E+00
TDRD12	6.65E-01	2.44	1.32	6.50E-02	1.00E+00
TEAD1	2.70E+02	0.12	0.1	2.10E-01	1.00E+00
TEC	7.69E+00	0.27	0.47	5.65E-01	1.00E+00
TECRL	5.77E-01	0.78	1.72	6.51E-01	1.00E+00
TECTA	5.73E+00	1.33	1.33	3.18E-01	1.00E+00
TEDC1	5.61E+01	0.17	0.23	4.69E-01	1.00E+00
TEDDM1	3.85E-01	0.16	1.9	9.35E-01	1.00E+00
TELO2	1.88E+02	0.08	0.14	5.39E-01	1.00E+00
TEN1	3.33E+01	0.26	0.25	2.97E-01	1.00E+00
TENM4	3.85E+00	0.18	0.68	7.95E-01	1.00E+00
TENT2	2.17E+02	0.11	0.11	3.17E-01	1.00E+00
TENT4A	3.83E+02	0.06	0.07	3.38E-01	1.00E+00
TENT4B	1.95E+02	0.01	0.13	9.68E-01	1.00E+00
TENT5A	6.06E+01	0.01	0.16	9.41E-01	1.00E+00
TENT5C	1.70E+00	0.74	0.94	4.30E-01	1.00E+00
TEP1	1.36E+02	0.03	0.12	7.77E-01	1.00E+00
TEPSIN	2.84E+01	0.32	0.3	2.80E-01	1.00E+00
TERF2	2.26E+02	0.01	0.12	9.47E-01	1.00E+00
TESC	3.94E+00	0.71	0.61	2.46E-01	1.00E+00
TEX101	1.22E+00	0.05	0.97	9.62E-01	1.00E+00
TEX15	2.92E+01	0.11	0.28	7.01E-01	1.00E+00
TEX30	6.06E+01	0.15	0.18	4.04E-01	1.00E+00
TEX35	6.37E-01	2.18	1.66	1.90E-01	1.00E+00
TF	5.73E+01	0.24	0.17	1.47E-01	1.00E+00
TFAM	6.84E+02	0.04	0.1	7.08E-01	1.00E+00
TFAP2A	1.80E+02	0.12	0.11	2.83E-01	1.00E+00
TFAP2E	1.22E+00	0.05	0.98	9.59E-01	1.00E+00
TFB1M	3.31E+01	0.2	0.24	3.86E-01	1.00E+00
TFCP2	3.93E+02	0.06	0.08	4.68E-01	1.00E+00
TFDP1	7.80E+02	0.05	0.13	6.75E-01	1.00E+00
TFDP2	1.07E+02	0.03	0.13	8.31E-01	1.00E+00
TFE3	2.12E+02	0.11	0.09	2.55E-01	1.00E+00
TFEC	1.43E+01	0.04	0.41	9.25E-01	1.00E+00
TFR2	5.67E-01	0.53	1.51	7.26E-01	1.00E+00
TFRC	1.73E+02	0.03	0.18	8.53E-01	1.00E+00
TGFB1I1	8.70E+01	0.25	0.18	1.61E-01	1.00E+00
TGFB3	1.01E+01	0.37	0.4	3.56E-01	1.00E+00
TGFBI	2.93E+00	0.96	0.73	1.89E-01	1.00E+00
TGFBR1	6.72E+02	0.15	0.08	5.16E-02	1.00E+00
TGFBR2	4.71E+03	0.11	0.08	1.90E-01	1.00E+00
TGFBR3	1.62E+03	0.03	0.09	7.58E-01	1.00E+00
TGFBR3L	2.66E+00	0.87	1	3.86E-01	1.00E+00
TGFBRAP1	2.28E+02	0.07	0.11	5.42E-01	1.00E+00
TGIF1	2.04E+02	0.07	0.14	6.14E-01	1.00E+00
TGIF2	4.81E+02	0.04	0.11	7.42E-01	1.00E+00
THAP1	1.21E+02	0.12	0.14	3.90E-01	1.00E+00
THAP10	2.24E+01	0.05	0.25	8.44E-01	1.00E+00
THAP11	1.32E+02	0.03	0.13	8.26E-01	1.00E+00
THAP12	7.31E+02	0.04	0.08	5.86E-01	1.00E+00
THAP6	2.65E+01	0.43	0.25	8.77E-02	1.00E+00
THAP7	2.32E+01	0.19	0.31	5.37E-01	1.00E+00
THBD	3.33E+02	0.24	0.13	5.22E-02	1.00E+00
THBS1	2.93E+03	0.06	0.13	6.68E-01	1.00E+00
THEM4	6.05E+01	0.03	0.17	8.65E-01	1.00E+00
THG1L	6.53E+01	0.01	0.16	9.73E-01	1.00E+00
THOC1	3.20E+02	0.1	0.1	3.44E-01	1.00E+00
THRAP3	2.24E+03	0.04	0.08	5.56E-01	1.00E+00
THSD4	5.18E+01	0.1	0.18	5.84E-01	1.00E+00
THUMPD2	5.79E+01	0.15	0.18	4.02E-01	1.00E+00
TIAF1	5.76E-01	1.03	1.61	5.23E-01	1.00E+00
TIAL1	7.59E+02	0.07	0.06	2.26E-01	1.00E+00
TIAM1	5.32E+02	0.2	0.08	2.01E-02	1.00E+00
TIFA	1.25E+02	0.03	0.17	8.66E-01	1.00E+00
TIGAR	4.28E+02	0.03	0.08	6.97E-01	1.00E+00
TIGD2	1.22E+02	0.01	0.15	9.54E-01	1.00E+00
TIGD4	4.64E+00	0.49	0.51	3.40E-01	1.00E+00
TIGD7	4.49E+01	0.13	0.25	6.02E-01	1.00E+00
TIMM13	3.29E+02	0.01	0.1	9.35E-01	1.00E+00
TIMM17A	7.00E+02	0.06	0.09	5.35E-01	1.00E+00
TIMM22	2.87E+02	0.01	0.09	9.09E-01	1.00E+00
TIMM23B	1.07E+02	0.21	0.14	1.47E-01	1.00E+00
TIMM29	3.43E+01	0.1	0.2	6.18E-01	1.00E+00
TIMM8A	1.20E+02	0.1	0.15	4.94E-01	1.00E+00
TIMM8B	2.57E+02	0.02	0.1	8.23E-01	1.00E+00
TIMMDC1	6.89E+02	0.01	0.09	8.81E-01	1.00E+00
TIMP1	1.62E+02	0.05	0.2	8.20E-01	1.00E+00
TIMP2	1.09E+03	0.13	0.11	2.58E-01	1.00E+00
TIMP3	3.92E+03	0.2	0.12	1.02E-01	1.00E+00
TIMP4	1.05E+00	0.89	1.21	4.60E-01	1.00E+00
TIPARP	7.54E+01	0.16	0.19	3.81E-01	1.00E+00
TIPRL	9.22E+02	0.08	0.09	3.62E-01	1.00E+00
TIRAP	5.50E+01	0.23	0.19	2.32E-01	1.00E+00
TLCD1	5.39E+00	0.05	0.46	9.09E-01	1.00E+00
TLCD3A	2.92E+02	0.09	0.14	5.23E-01	1.00E+00
TLCD4	3.97E+01	0.16	0.21	4.33E-01	1.00E+00
TLCD4-RWDD3	9.82E+00	0.72	0.37	5.24E-02	1.00E+00
TLCD5	1.71E+02	0.06	0.13	6.41E-01	1.00E+00
TLE3	4.01E+02	0.04	0.11	7.03E-01	1.00E+00
TLE4	5.38E+02	0.05	0.12	6.88E-01	1.00E+00
TLE5	4.43E+02	0.04	0.1	7.16E-01	1.00E+00
TLK1	6.02E+02	0.06	0.09	4.85E-01	1.00E+00
TLL1	3.01E+02	0.04	0.16	7.94E-01	1.00E+00
TLNRD1	1.94E+03	0.14	0.2	4.84E-01	1.00E+00
TLR1	5.44E-01	1.93	1.69	2.53E-01	1.00E+00
TLR2	1.30E+01	0.26	0.37	4.83E-01	1.00E+00
TLR5	6.17E+00	0.67	0.47	1.59E-01	1.00E+00
TLR6	7.33E+00	0.16	0.42	7.08E-01	1.00E+00
TLR7	1.78E+00	0.52	0.94	5.75E-01	1.00E+00
TLX1	4.42E-01	1.4	1.94	4.70E-01	1.00E+00
TM2D1	5.56E+02	0.07	0.13	5.96E-01	1.00E+00
TM2D2	1.12E+03	0.02	0.08	7.60E-01	1.00E+00
TM2D3	3.66E+02	0.02	0.14	8.87E-01	1.00E+00
TM4SF20	4.71E-01	2.54	1.9	1.80E-01	1.00E+00
TM6SF1	2.59E+01	0.01	0.23	9.62E-01	1.00E+00
TM6SF2	1.22E+00	1.07	1.35	4.28E-01	1.00E+00
TM7SF3	8.62E+02	0.03	0.09	7.41E-01	1.00E+00
TM9SF1	3.92E+02	0.12	0.1	2.27E-01	1.00E+00
TM9SF2	1.53E+03	0.06	0.09	4.97E-01	1.00E+00
TM9SF3	5.24E+03	0.02	0.07	7.88E-01	1.00E+00
TMBIM1	2.01E+02	0.03	0.11	7.93E-01	1.00E+00
TMC1	2.83E+00	0.33	0.67	6.19E-01	1.00E+00
TMC3	2.02E+00	0.58	0.87	5.05E-01	1.00E+00
TMC4	2.49E+00	0.71	0.82	3.90E-01	1.00E+00
TMC5	6.49E+00	0.45	0.46	3.20E-01	1.00E+00
TMC6	1.14E+03	0.03	0.11	7.86E-01	1.00E+00
TMC8	5.46E+01	0.01	0.2	9.55E-01	1.00E+00
TMCC1	2.34E+02	0.04	0.1	7.12E-01	1.00E+00
TMCC2	5.41E+01	0.04	0.2	8.39E-01	1.00E+00
TMCO1	6.94E+02	0.01	0.09	9.27E-01	1.00E+00
TMCO3	2.03E+03	0.02	0.06	7.22E-01	1.00E+00
TMCO6	8.84E+01	0.16	0.19	3.95E-01	1.00E+00
TMED10	1.91E+03	0.12	0.08	1.36E-01	1.00E+00
TMED2	1.90E+03	0.06	0.08	4.86E-01	1.00E+00
TMED4	3.81E+02	0.14	0.07	5.28E-02	1.00E+00
TMED5	5.42E+02	0.08	0.11	4.48E-01	1.00E+00
TMED6	2.04E+00	0.63	0.86	4.67E-01	1.00E+00
TMED7	6.34E+02	0.04	0.11	7.18E-01	1.00E+00
TMED7-TICAM2	2.42E+01	0.52	1.12	6.43E-01	1.00E+00
TMED8	4.48E+02	0.09	0.11	3.88E-01	1.00E+00
TMED9	5.67E+02	0.01	0.09	9.44E-01	1.00E+00
TMEM100	3.70E+03	0.05	0.08	5.24E-01	1.00E+00
TMEM101	2.80E+02	0.1	0.14	4.73E-01	1.00E+00
TMEM104	1.55E+02	0.01	0.17	9.75E-01	1.00E+00
TMEM106B	2.92E+02	0.19	0.11	1.05E-01	1.00E+00
TMEM107	4.13E+01	0.12	0.18	5.18E-01	1.00E+00
TMEM108	2.86E+00	0.77	0.72	2.86E-01	1.00E+00
TMEM115	1.80E+02	0.09	0.16	5.87E-01	1.00E+00
TMEM116	2.24E+01	0.27	0.28	3.33E-01	1.00E+00
TMEM120A	1.45E+02	0.05	0.13	7.11E-01	1.00E+00
TMEM121	4.17E+00	0.94	0.58	1.05E-01	1.00E+00
TMEM121B	1.83E+02	0.29	0.11	8.28E-03	1.00E+00
TMEM123	2.38E+03	0.09	0.09	3.08E-01	1.00E+00
TMEM125	1.06E+00	1.06	1.44	4.62E-01	1.00E+00
TMEM127	3.53E+02	0.08	0.08	2.86E-01	1.00E+00
TMEM128	8.31E+01	0.15	0.15	3.28E-01	1.00E+00
TMEM129	4.55E+01	0.11	0.28	7.09E-01	1.00E+00
TMEM130	3.01E+00	0.42	0.62	5.06E-01	1.00E+00
TMEM131L	2.36E+02	0.04	0.08	6.55E-01	1.00E+00
TMEM132A	1.86E+02	0.06	0.13	6.73E-01	1.00E+00
TMEM132C	5.19E+00	0.77	0.5	1.27E-01	1.00E+00
TMEM132D	2.15E+00	0.82	0.78	2.97E-01	1.00E+00
TMEM135	2.84E+02	0.03	0.11	7.68E-01	1.00E+00
TMEM138	3.03E+01	0.11	0.2	5.77E-01	1.00E+00
TMEM139	3.74E+00	0.35	0.56	5.34E-01	1.00E+00
TMEM141	7.52E+01	0.05	0.15	7.25E-01	1.00E+00
TMEM14A	4.95E+02	0.01	0.11	9.57E-01	1.00E+00
TMEM14C	3.70E+02	0.13	0.15	3.76E-01	1.00E+00
TMEM150A	1.54E+02	0.06	0.15	6.65E-01	1.00E+00
TMEM154	1.88E+01	0.33	0.29	2.60E-01	1.00E+00
TMEM156	2.90E+00	0.28	0.69	6.82E-01	1.00E+00
TMEM158	1.64E+01	0.66	0.42	1.19E-01	1.00E+00
TMEM161B	5.00E+01	0.43	0.2	3.10E-02	1.00E+00
TMEM165	1.18E+03	0.06	0.08	4.42E-01	1.00E+00
TMEM167A	2.45E+03	0.14	0.09	1.53E-01	1.00E+00
TMEM167B	2.24E+02	0.09	0.11	4.20E-01	1.00E+00
TMEM168	3.66E+02	0.09	0.1	3.72E-01	1.00E+00
TMEM17	1.71E+01	0.15	0.31	6.13E-01	1.00E+00
TMEM170A	5.30E+02	0.17	0.1	8.47E-02	1.00E+00
TMEM170B	1.47E+02	0.2	0.13	1.39E-01	1.00E+00
TMEM175	1.27E+01	0.21	0.34	5.28E-01	1.00E+00
TMEM176B	6.99E+00	0.28	0.51	5.87E-01	1.00E+00
TMEM177	3.17E+01	0.14	0.24	5.66E-01	1.00E+00
TMEM18	9.73E+01	0.25	0.13	5.42E-02	1.00E+00
TMEM182	1.25E+01	0.04	0.36	9.05E-01	1.00E+00
TMEM184A	2.29E+00	0.72	0.9	4.24E-01	1.00E+00
TMEM184B	2.07E+02	0.21	0.1	4.15E-02	1.00E+00
TMEM184C	4.29E+02	0.01	0.1	9.44E-01	1.00E+00
TMEM185B	4.55E+02	0.06	0.08	4.08E-01	1.00E+00
TMEM19	4.94E+02	0.09	0.1	3.93E-01	1.00E+00
TMEM192	3.44E+02	0.12	0.12	3.27E-01	1.00E+00
TMEM199	1.92E+02	0.01	0.11	9.62E-01	1.00E+00
TMEM200A	8.25E+01	0.01	0.19	9.61E-01	1.00E+00
TMEM200B	4.20E+01	0.14	0.21	5.04E-01	1.00E+00
TMEM201	9.49E+01	0.03	0.15	8.49E-01	1.00E+00
TMEM209	8.64E+01	0.16	0.13	2.12E-01	1.00E+00
TMEM212	8.19E+01	0.37	0.22	9.64E-02	1.00E+00
TMEM213	3.95E+00	1.96	0.56	5.26E-04	1.00E+00
TMEM218	1.29E+02	0.06	0.12	6.04E-01	1.00E+00
TMEM221	1.85E+00	0.33	0.77	6.72E-01	1.00E+00
TMEM222	9.89E+01	0.15	0.21	4.73E-01	1.00E+00
TMEM229A	5.01E-01	0.7	1.76	6.91E-01	1.00E+00
TMEM233	4.73E+01	0.42	0.19	3.01E-02	1.00E+00
TMEM234	3.59E+01	0.09	0.29	7.65E-01	1.00E+00
TMEM236	3.57E+00	0.57	0.64	3.72E-01	1.00E+00
TMEM241	5.65E+01	0.05	0.16	7.40E-01	1.00E+00
TMEM243	7.63E+01	0.28	0.16	7.21E-02	1.00E+00
TMEM245	6.24E+02	0.01	0.08	9.47E-01	1.00E+00
TMEM248	7.51E+02	0.08	0.07	2.47E-01	1.00E+00
TMEM250	2.28E+02	0.11	0.14	4.23E-01	1.00E+00
TMEM251	8.86E+01	0.31	0.18	7.90E-02	1.00E+00
TMEM256	7.69E+01	0.13	0.19	4.85E-01	1.00E+00
TMEM258	2.91E+02	0.08	0.13	5.73E-01	1.00E+00
TMEM259	2.89E+02	0.01	0.13	9.13E-01	1.00E+00
TMEM26	6.03E+00	0.62	0.56	2.75E-01	1.00E+00
TMEM263	5.05E+02	0.05	0.11	6.85E-01	1.00E+00
TMEM265	7.72E+00	0.93	0.55	8.86E-02	1.00E+00
TMEM267	5.25E+01	0.3	0.2	1.21E-01	1.00E+00
TMEM268	3.74E+01	0.09	0.21	6.69E-01	1.00E+00
TMEM269	2.14E+00	0.26	0.79	7.40E-01	1.00E+00
TMEM271	7.19E-01	0.54	1.66	7.45E-01	1.00E+00
TMEM272	4.74E-01	0.58	1.8	7.45E-01	1.00E+00
TMEM30A	2.16E+03	0.08	0.07	2.64E-01	1.00E+00
TMEM31	1.04E+00	1.53	1.23	2.12E-01	1.00E+00
TMEM33	3.10E+02	0.11	0.12	3.51E-01	1.00E+00
TMEM35A	8.73E+01	0.01	0.15	9.73E-01	1.00E+00
TMEM37	3.80E+01	0.13	0.3	6.72E-01	1.00E+00
TMEM38A	3.55E+00	0.88	0.61	1.51E-01	1.00E+00
TMEM38B	4.37E+02	0.18	0.14	2.01E-01	1.00E+00
TMEM40	9.93E-01	0.23	1.38	8.65E-01	1.00E+00
TMEM41B	6.62E+02	0.01	0.09	8.82E-01	1.00E+00
TMEM42	1.98E+01	0.05	0.32	8.73E-01	1.00E+00
TMEM47	7.07E+01	0.13	0.15	3.80E-01	1.00E+00
TMEM50A	1.60E+03	0.05	0.09	5.77E-01	1.00E+00
TMEM50B	3.67E+02	0.07	0.1	5.06E-01	1.00E+00
TMEM53	2.24E+01	0.22	0.29	4.43E-01	1.00E+00
TMEM60	1.10E+02	0.15	0.17	3.81E-01	1.00E+00
TMEM63C	7.84E-01	0.88	1.68	6.01E-01	1.00E+00
TMEM64	2.45E+02	0.09	0.11	3.98E-01	1.00E+00
TMEM65	2.64E+03	0.1	0.11	3.50E-01	1.00E+00
TMEM68	1.61E+02	0.17	0.11	1.20E-01	1.00E+00
TMEM71	2.19E+00	0.72	0.78	3.52E-01	1.00E+00
TMEM74	3.08E+01	0.1	0.2	6.27E-01	1.00E+00
TMEM74B	4.87E+01	0.36	0.23	1.24E-01	1.00E+00
TMEM81	1.03E+01	0.12	0.37	7.46E-01	1.00E+00
TMEM86A	1.24E+01	0.42	0.33	2.00E-01	1.00E+00
TMEM88B	1.14E+00	0.46	1.15	6.92E-01	1.00E+00
TMEM8B	3.28E+01	0.09	0.24	6.96E-01	1.00E+00
TMEM92	9.71E-01	0.03	1.45	9.82E-01	1.00E+00
TMEM94	1.44E+02	0.08	0.12	5.08E-01	1.00E+00
TMEM97	2.87E+02	0.02	0.11	8.57E-01	1.00E+00
TMIGD2	7.42E-01	1.4	1.22	2.52E-01	1.00E+00
TMLHE	5.10E+01	0.15	0.26	5.47E-01	1.00E+00
TMOD1	1.01E+02	0.04	0.16	7.79E-01	1.00E+00
TMOD2	8.45E+02	0.03	0.09	7.17E-01	1.00E+00
TMOD3	1.27E+03	0.01	0.06	9.22E-01	1.00E+00
TMPO	1.31E+03	0.1	0.08	2.37E-01	1.00E+00
TMPPE	2.57E+01	0.42	0.27	1.10E-01	1.00E+00
TMPRSS13	8.55E-01	0.85	1.34	5.24E-01	1.00E+00
TMPRSS4	7.34E-01	0.4	1.45	7.81E-01	1.00E+00
TMPRSS5	4.75E-01	0.52	1.66	7.52E-01	1.00E+00
TMSB10	7.81E+03	0.02	0.1	8.47E-01	1.00E+00
TMSB15B	7.16E+01	0.17	0.21	4.15E-01	1.00E+00
TMSB4X	1.17E+04	0.02	0.08	8.09E-01	1.00E+00
TMTC1	6.77E+01	0.49	0.17	3.16E-03	1.00E+00
TMTC2	9.63E+01	0.13	0.16	4.37E-01	1.00E+00
TMTC3	7.50E+02	0.08	0.09	3.60E-01	1.00E+00
TMTC4	5.59E+02	0.08	0.1	4.57E-01	1.00E+00
TMUB1	4.88E+01	0.07	0.25	7.80E-01	1.00E+00
TMUB2	1.14E+02	0.06	0.12	6.09E-01	1.00E+00
TMX1	8.40E+02	0.04	0.08	6.49E-01	1.00E+00
TMX3	1.03E+03	0.07	0.09	4.18E-01	1.00E+00
TNC	2.30E+01	0.02	0.27	9.28E-01	1.00E+00
TNFAIP1	5.45E+02	0.08	0.08	3.05E-01	1.00E+00
TNFAIP2	9.10E+01	0.39	0.15	9.64E-03	1.00E+00
TNFAIP3	1.89E+02	0.13	0.17	4.36E-01	1.00E+00
TNFAIP6	5.03E-01	2.18	1.86	2.41E-01	1.00E+00
TNFAIP8L1	2.13E+02	0.06	0.15	6.89E-01	1.00E+00
TNFRSF10A	2.39E+02	0.07	0.12	5.24E-01	1.00E+00
TNFRSF10B	1.43E+03	0.05	0.08	5.20E-01	1.00E+00
TNFRSF10C	1.09E+02	0.04	0.15	7.76E-01	1.00E+00
TNFRSF10D	1.49E+03	0.03	0.06	5.43E-01	1.00E+00
TNFRSF11A	3.41E+02	0.1	0.12	3.94E-01	1.00E+00
TNFRSF13C	3.48E+00	0.08	0.68	9.02E-01	1.00E+00
TNFRSF14	8.01E+00	0.08	0.47	8.68E-01	1.00E+00
TNFRSF19	4.83E+01	0.23	0.23	3.22E-01	1.00E+00
TNFRSF1A	5.12E+02	0.01	0.07	8.88E-01	1.00E+00
TNFRSF1B	7.09E+02	0.03	0.15	8.50E-01	1.00E+00
TNFRSF21	2.33E+03	0.07	0.1	4.63E-01	1.00E+00
TNFRSF25	8.62E+00	0.32	0.56	5.71E-01	1.00E+00
TNFRSF8	1.54E+01	0.16	0.31	6.20E-01	1.00E+00
TNFRSF9	4.40E+01	0.47	0.29	1.03E-01	1.00E+00
TNFSF11	1.47E+00	0.72	1.04	4.91E-01	1.00E+00
TNFSF13	7.21E+00	0.39	0.67	5.60E-01	1.00E+00
TNFSF13B	3.32E+00	0.13	0.83	8.74E-01	1.00E+00
TNFSF14	9.46E-01	1.44	1.38	2.96E-01	1.00E+00
TNFSF15	2.92E+00	1.31	0.73	7.23E-02	1.00E+00
TNFSF18	2.79E+00	0.37	0.67	5.75E-01	1.00E+00
TNFSF9	1.78E+01	0.22	0.25	3.85E-01	1.00E+00
TNIP2	2.85E+02	0.01	0.12	9.21E-01	1.00E+00
TNIP3	7.06E+00	0.4	0.46	3.86E-01	1.00E+00
TNK2	1.74E+02	0.17	0.13	1.86E-01	1.00E+00
TNN	1.04E+01	0.21	0.41	6.09E-01	1.00E+00
TNNC1	8.57E-01	0.55	1.23	6.53E-01	1.00E+00
TNPO1	2.72E+03	0.03	0.09	7.46E-01	1.00E+00
TNPO2	2.59E+02	0.03	0.1	7.92E-01	1.00E+00
TNPO3	7.69E+02	0.01	0.06	8.72E-01	1.00E+00
TNRC18	5.49E+02	0.02	0.12	8.74E-01	1.00E+00
